average_stars,fans,number_of_friends,numberOfReviews,averageSentiment,averageStars,funnyVotes,usefulVotes,coolVotes
2.0,0,0,3,0.00240657596372,2,0,0,0
4.67,0,7,2,0.327724953618,5,0,0,0
3.0,0,0,2,0.249420634921,3,0,0,0
4.0,0,0,1,0.161915584416,4,0,0,0
4.33,0,0,9,0.256837896952,4,0,0,0
3.81,0,0,1,-0.1125,1,0,2,0
3.5,0,3,1,0.201262626263,4,0,0,1
4.5,1,0,2,0.451517857143,4,0,0,0
4.0,0,1,1,0.358972222222,5,0,0,0
5.0,0,0,1,0.281666666667,5,0,1,1
1.0,0,15,1,-1.0,1,0,0,0
4.0,0,0,3,0.188205567581,3,0,0,0
4.0,0,1,1,0.0875,4,0,0,0
4.0,0,1,1,0.159693877551,4,1,2,0
3.87,2,2,15,0.239670943111,4,0,1,1
4.18,3,134,72,0.273940043338,4,0,1,1
3.95,12,11,2,0.151744840448,3,0,0,0
3.26,5,46,1,0.315909090909,5,2,2,2
4.0,0,0,1,0.205138888889,4,0,1,0
4.42,0,5,18,0.369222365437,4,0,0,0
1.0,0,0,1,-0.137637362637,1,1,0,0
4.14,1,1,4,0.334082219863,4,0,0,0
4.17,0,0,3,0.278207671958,4,0,0,0
3.5,0,1,3,0.246421564547,3,0,1,0
3.75,0,0,1,1.0,5,0,0,0
3.46,0,0,25,0.386348258609,3,0,0,0
4.8,1,6,3,0.347817460317,4,0,0,0
3.81,100,178,4,0.227744708995,3,1,2,2
3.33,0,6,2,0.270848997494,3,0,0,0
5.0,0,0,1,0.445170454545,5,0,0,0
3.17,0,0,1,-0.187878787879,2,0,0,0
5.0,0,0,1,0.57,5,0,1,0
3.0,0,0,1,0.0729761904762,3,0,0,0
5.0,0,0,1,0.303222222222,5,0,0,0
3.0,0,0,1,-0.0336111111111,3,0,1,1
4.21,0,3,2,0.29553030303,4,0,1,0
2.6,0,0,3,-0.172109375,1,0,0,0
3.67,0,2,4,0.385178571429,3,0,1,0
3.86,4,1,40,0.261526854174,3,0,0,0
4.0,0,0,1,0.251298701299,4,0,0,0
4.17,0,2,1,0.25194235589,5,0,2,1
3.0,0,0,1,-0.241666666667,1,0,1,0
4.5,1,0,1,0.0918300653595,5,2,4,2
2.91,0,0,9,0.118237985009,2,0,0,0
5.0,0,0,1,0.488099747475,5,0,0,2
4.4,0,0,1,0.557142857143,5,0,2,1
3.75,2,7,2,0.313020833333,3,0,0,0
5.0,0,1,2,0.525,5,0,1,1
5.0,0,6,3,0.309007936508,5,0,1,0
3.0,0,0,1,0.933333333333,5,0,0,0
3.75,1,1,1,0.357571428571,4,0,0,0
2.82,0,0,1,0.114444444444,3,0,0,0
3.91,14,147,10,0.293298817887,3,1,2,2
3.6,0,1,3,0.234936507937,4,0,0,0
3.67,0,0,2,0.103109342765,3,0,0,0
4.33,0,1,2,0.225883838384,5,0,0,0
5.0,0,0,1,0.375,5,0,1,1
5.0,0,0,1,0.359090909091,5,1,2,2
3.81,82,103,3,0.095,2,1,5,2
3.56,1,0,5,0.158244359229,3,0,0,0
4.33,0,1,1,0.286,5,0,0,0
4.12,0,0,3,0.367492486146,4,0,0,0
3.73,1,2,2,0.23319023569,3,0,0,0
1.67,0,0,1,0.147163382594,3,0,0,0
4.25,0,0,4,0.131404070467,4,1,1,0
4.05,2,2,1,0.180833333333,3,0,0,0
5.0,0,1,4,0.30575261544,5,0,0,0
3.67,1,1,1,0.335090598739,5,0,0,0
5.0,0,12,1,0.444305555556,5,0,1,1
5.0,0,0,2,0.300083527584,5,0,1,0
3.14,0,0,5,0.224921717172,4,0,0,0
2.17,0,0,3,0.1147001147,2,0,0,0
3.21,1,3,1,-0.1,1,0,0,0
3.87,3,1,1,0.0269067159692,1,0,0,0
5.0,0,1,1,0.303125,5,1,1,1
2.93,0,0,4,0.299463330787,3,0,0,0
3.94,0,8,1,0.0870256546936,2,0,0,1
4.0,0,1,1,0.378125,4,0,0,0
1.0,0,2,2,0.122472222222,1,0,1,0
2.94,4,0,15,0.107296536797,2,0,0,0
5.0,85,82,1,0.0980725623583,5,5,6,8
3.56,0,0,2,0.244729123533,5,0,0,0
4.38,0,18,7,0.257766568749,4,0,0,0
2.38,0,0,2,-0.0749219085157,1,0,2,0
3.67,0,1,1,-0.10573960944,1,0,2,0
3.29,2,68,89,0.238954881309,3,0,0,0
3.86,0,8,2,0.235890625,4,0,1,2
2.83,2,0,1,0.48,4,0,0,0
3.0,0,5,1,-0.050641025641,1,0,0,0
1.0,0,8,1,-0.238725490196,1,1,5,0
3.71,0,0,1,0.575694444444,5,0,0,0
3.0,0,0,1,-0.25,1,0,0,0
4.33,0,0,5,0.406555555556,4,0,0,0
4.33,0,0,3,0.320426954733,4,0,0,0
4.0,0,0,1,0.4375,4,0,0,0
5.0,1,4,1,0.310714285714,5,1,1,1
5.0,0,0,1,0.214488636364,5,0,0,0
3.32,9,46,4,-0.07125,2,0,0,0
4.6,0,1,8,0.432574404762,4,0,1,0
3.33,0,2,1,-0.275,1,0,1,0
2.38,0,0,1,0.261111111111,3,1,1,0
5.0,0,1,1,0.6,5,0,0,0
4.09,14,67,13,0.19204891514,4,1,1,1
3.0,0,0,2,0.255520833333,3,0,0,0
1.0,0,4,1,-0.125,1,0,0,0
3.67,1,8,3,0.113693532548,3,0,0,0
3.71,1,0,1,0.233333333333,3,0,0,0
3.78,2,3,1,0.472794117647,5,1,1,1
1.0,0,0,1,0.111111111111,1,0,0,0
4.46,0,2,1,0.228630952381,4,0,0,0
5.0,0,0,1,0.279837662338,5,0,0,0
3.79,1,1,10,0.209006129908,4,0,0,0
4.5,1,0,1,0.0566798941799,1,0,0,0
3.69,3,7,9,0.241712392017,3,0,0,0
1.0,0,0,1,0.136451048951,1,0,1,0
4.83,0,0,2,0.172175480769,5,0,0,0
4.64,0,0,2,0.294698773449,5,0,0,0
3.41,1,0,2,0.406111111111,4,0,0,0
3.98,0,6,35,0.271508728441,3,0,1,0
5.0,0,0,4,0.538541666667,5,0,0,0
3.0,0,0,1,-0.0393939393939,1,0,1,0
5.0,0,0,1,0.526666666667,5,1,1,1
5.0,0,1,1,0.362666666667,5,0,1,0
4.14,0,6,2,0.424285714286,4,0,0,0
3.25,0,0,2,0.243633241758,3,1,0,0
5.0,0,0,1,0.398405103668,5,0,0,0
5.0,0,1,1,0.279938271605,5,0,0,0
3.96,0,0,3,0.381448412698,4,0,0,0
3.24,0,0,1,0.1578125,5,0,0,0
3.13,0,1,2,-0.140277777778,1,1,5,1
2.6,0,0,3,0.197533670034,3,0,1,0
5.0,0,2,1,0.35,5,0,0,0
3.99,0,8,117,0.304635862183,3,0,0,0
4.0,0,0,2,0.439583333333,4,0,0,0
4.83,0,1,5,0.23808021978,4,0,0,0
3.95,12,70,42,0.263656524658,4,0,1,1
4.0,0,0,1,0.0573863636364,4,0,1,0
4.06,2,4,1,0.433823529412,5,2,2,2
3.53,5,22,3,0.0933359656155,3,0,0,0
5.0,0,0,1,0.45,5,0,0,0
4.67,0,0,4,0.378125,4,0,0,0
4.86,0,0,1,0.582638888889,5,0,0,0
2.5,0,0,2,0.152884615385,2,0,0,0
3.0,0,0,1,0.402410714286,5,0,1,2
5.0,0,0,1,0.7325,5,0,0,0
3.91,2,5,2,0.196300054113,4,0,1,1
5.0,0,0,1,0.166666666667,5,0,0,0
3.65,0,0,1,0.157797334245,2,0,0,0
3.94,0,0,1,0.233333333333,3,0,0,0
1.0,0,0,1,-0.09,1,0,2,0
5.0,0,0,2,0.298426525298,5,0,0,0
3.4,0,14,3,0.228486000882,3,0,0,0
5.0,0,0,1,0.392,5,0,0,0
2.5,0,0,2,0.163168825222,2,0,0,0
3.39,0,0,1,0.29375,3,0,0,0
3.81,1,0,14,0.220002327699,3,0,0,0
3.57,0,0,1,0.514285714286,5,0,1,0
4.24,0,0,1,0.573333333333,5,0,1,0
1.33,0,0,3,0.0698717948718,1,0,0,0
3.81,1,2,1,0.0344523809524,2,0,0,0
3.67,0,0,1,0.176923076923,3,0,0,0
5.0,0,0,1,-0.00833333333333,5,0,0,0
3.81,1,3,1,0.101623376623,3,0,0,0
5.0,1,10,1,0.24375,5,0,1,0
4.25,0,4,3,0.292836742135,4,1,0,0
5.0,0,0,2,0.251057449495,5,0,0,0
3.88,13,18,2,0.27518475572,4,0,1,0
3.5,0,1,1,0.545416666667,4,0,0,0
4.4,0,1,1,0.311904761905,5,0,0,0
3.35,9,52,9,0.223965435161,3,3,3,2
5.0,0,0,1,0.26049382716,5,0,1,0
3.48,1,11,125,0.264921282266,3,0,0,0
5.0,0,0,1,0.526666666667,5,0,0,0
3.0,0,0,2,0.118823784722,3,0,0,0
3.5,1,3,40,0.297229680427,3,0,0,0
5.0,0,0,1,0.545,5,0,1,0
3.59,2,2,3,0.142108134921,3,0,0,0
3.84,12,114,1,0.119719169719,3,0,1,1
3.91,8,6,1,0.207166666667,2,0,1,0
5.0,0,0,1,0.280952380952,5,0,2,1
3.56,0,6,2,0.268176020408,3,0,1,0
3.0,1,0,1,0.08,1,0,0,0
2.74,0,1,21,0.156872366736,2,0,0,0
4.0,2,1,3,0.186239254012,4,0,1,0
3.5,0,0,1,0.27882740448,5,0,0,0
2.58,0,0,2,0.354166666667,3,0,0,0
3.91,1,1,1,0.203333333333,2,0,1,0
3.33,0,0,3,0.068024628698,1,0,0,0
3.86,0,0,6,0.209996669997,3,0,0,0
3.64,2,3,1,0.145031055901,1,2,1,0
2.0,0,1,2,0.140228174603,2,0,0,0
1.0,0,0,1,-0.075,1,0,3,1
2.5,0,4,2,0.190909090909,2,0,0,0
3.86,4,6,16,0.207426340492,3,0,1,0
3.75,0,0,2,0.248729166667,2,0,0,0
4.73,1,1,1,-0.113265306122,2,1,1,0
1.0,0,0,1,0.0355654761905,1,0,2,0
3.95,0,4,2,0.6775,5,0,0,0
3.86,13,40,6,0.339562657512,4,0,0,0
3.0,0,0,2,0.280071548822,3,0,0,0
3.29,0,0,1,0.607222222222,5,0,0,0
4.06,3,3,1,0.358571428571,5,0,1,1
2.0,0,1,1,0.126136363636,3,0,1,0
3.53,0,0,4,0.359166666667,4,0,0,0
5.0,0,1,1,0.625,5,0,0,0
3.68,12,39,1,0.341826923077,5,0,2,3
3.31,0,13,9,0.145689318398,3,0,0,0
4.17,0,0,1,0.242857142857,3,0,0,0
3.64,1,3,9,0.317450925722,3,0,0,0
3.86,0,0,1,0.733333333333,5,0,0,0
5.0,0,0,3,0.372895622896,5,0,0,0
3.2,0,0,1,-0.566666666667,1,0,0,0
4.0,0,7,3,0.132106953893,3,0,0,0
5.0,0,0,1,0.177063492063,5,1,2,0
3.67,15,97,161,0.185593807886,3,1,1,1
5.0,0,16,1,0.58,5,0,0,0
4.0,0,0,1,0.245333333333,4,0,0,0
4.0,0,0,4,0.406785714286,4,0,0,0
4.39,0,0,3,0.0535339506173,4,0,0,0
2.96,0,2,5,0.091162507715,3,0,4,0
5.0,0,0,1,0.666666666667,5,0,0,0
4.5,0,1,1,0.215972222222,4,0,0,0
1.0,0,0,1,0.385416666667,1,0,0,0
3.92,1,4,1,0.314962121212,5,0,0,0
2.75,0,1,4,0.142776345678,2,0,0,0
3.86,5,19,4,0.263799167653,3,0,0,0
3.33,0,3,1,0.487996961806,5,0,0,0
4.33,1,5,9,0.238665735167,4,0,1,1
5.0,0,3,1,0.163004850088,5,0,0,0
5.0,0,1,1,0.343650793651,5,0,0,0
5.0,0,0,1,0.311862745098,5,0,0,1
3.0,0,0,1,0.108333333333,5,0,0,0
3.96,14,237,191,0.194836678457,3,0,1,1
3.54,0,7,4,0.316287366198,3,0,0,0
4.5,0,2,1,0.32820802005,5,0,0,0
3.0,1,0,1,0.249097222222,3,0,0,0
3.83,17,24,4,0.240690699891,4,0,0,0
3.0,0,0,6,0.192784491333,3,0,0,0
3.67,0,0,1,0.0726145382395,2,0,0,0
4.23,0,0,2,0.458333333333,4,0,0,0
3.95,0,5,2,0.233852276565,5,0,0,0
4.4,0,0,1,0.269545454545,5,0,0,0
3.67,0,0,2,0.390476190476,3,1,3,0
5.0,0,0,1,0.338333333333,5,1,3,1
3.57,0,0,1,0.1775,5,0,0,0
4.5,0,0,6,0.270281084656,4,0,0,0
1.0,0,0,2,0.213333333333,1,0,0,0
3.17,0,0,1,0.196862933585,4,0,0,0
2.96,0,1,2,0.0235398860399,1,0,1,0
3.0,0,0,3,0.429418871252,3,0,0,0
5.0,1,15,1,0.321471861472,5,0,0,0
3.7,0,2,1,0.891666666667,4,0,0,0
4.12,1,0,2,0.588333333333,4,0,0,0
1.0,0,0,1,0.222099673203,1,1,0,0
5.0,0,0,1,0.603333333333,5,0,0,0
3.7,3,11,1,0.184259259259,3,1,1,1
3.44,0,0,2,0.212321428571,2,0,2,0
3.79,0,0,1,0.280555555556,4,0,0,0
5.0,0,12,2,0.259018322173,5,0,1,1
4.2,2,1,3,0.298456439394,5,0,0,0
4.0,0,5,1,0.39375,4,0,0,0
3.98,0,0,3,0.268157894737,5,0,0,0
4.5,0,8,2,0.447361111111,4,0,0,0
3.96,0,9,21,0.234653795307,3,0,0,0
3.96,0,0,1,-0.1,1,0,0,0
2.0,0,0,1,-0.24375,2,0,0,0
5.0,0,5,4,0.451962546382,5,0,1,0
1.67,1,4,3,0.07565811594,1,0,1,0
5.0,0,2,1,0.39375,5,0,0,0
3.82,1,5,1,-0.156785714286,1,0,0,0
3.0,0,11,1,0.364778645833,5,0,1,0
3.0,0,0,2,0.2125,3,0,0,0
4.5,0,5,2,0.347291666667,4,0,0,0
3.0,0,1,1,0.151013898382,3,0,1,1
1.0,0,0,1,-0.328561987058,1,1,0,0
3.69,0,0,7,0.272501062925,3,0,0,0
3.75,0,4,11,0.248511605744,3,0,0,0
5.0,0,0,1,0.483333333333,5,0,0,0
4.11,0,0,25,0.285727257568,4,0,0,0
3.86,0,2,2,0.308930652681,3,0,0,0
3.81,4,19,3,0.201084374751,2,1,1,0
5.0,0,0,1,0.0589204545455,5,1,2,1
5.0,0,0,1,0.6,5,0,0,0
4.0,0,1,1,0.391929499072,4,0,0,0
1.0,0,0,1,0.233333333333,1,1,0,0
3.32,0,4,1,0.479761904762,3,0,0,0
2.8,0,0,9,0.10303434477,2,1,0,0
2.0,0,7,1,-0.396875,2,0,0,0
3.63,18,11,16,0.24270798379,4,0,0,0
1.0,0,0,1,-0.075,1,0,1,0
4.0,1,0,1,-0.0296441862231,5,0,0,0
3.85,9,12,6,0.22784119191,3,0,0,0
3.91,8,23,228,0.256363095735,3,0,0,0
4.07,1,0,1,0.0925,4,0,0,0
4.44,0,0,1,0.270138888889,5,0,0,0
5.0,0,61,1,0.219137806638,5,0,1,0
4.0,0,1,1,0.534722222222,4,0,0,0
3.0,0,0,2,0.0908888888889,3,0,0,0
4.02,3,5,1,0.210081845238,4,0,2,0
4.56,0,0,7,0.234355032433,4,0,1,1
5.0,0,8,1,0.183333333333,5,0,0,0
4.44,3,4,14,0.277628256241,4,0,1,0
5.0,0,0,2,0.543299397786,5,0,0,0
3.83,0,0,4,0.483334821429,4,0,0,0
3.0,1,0,6,0.16752612239,3,0,2,0
5.0,0,0,2,0.525410714286,5,0,0,0
2.98,1,1,4,0.172276785714,3,0,0,0
3.75,0,0,1,0.525,5,0,0,0
3.64,0,0,3,0.280195021028,4,0,0,0
5.0,0,0,1,0.7,5,0,0,0
3.99,4,40,136,0.268519554537,4,0,1,0
4.25,0,2,1,0.37375,5,0,1,0
3.43,0,0,1,0.113888888889,1,0,0,0
3.74,5,42,4,0.287963714526,4,0,0,0
4.43,0,0,7,0.305316887512,4,0,0,0
1.0,0,0,1,0.0635590277778,1,0,1,0
5.0,0,0,1,0.404351851852,5,0,0,0
4.0,0,0,2,0.439851190476,5,0,0,0
3.4,78,249,9,0.250322049681,3,3,2,1
4.4,2,0,8,0.226471367174,4,0,1,0
3.0,0,0,1,-0.09115995116,2,0,0,0
3.95,1,12,8,0.168643404418,3,0,0,0
5.0,0,7,1,0.465340909091,5,0,0,0
3.0,0,0,6,0.18652227884,3,0,0,0
4.0,0,0,1,0.442727272727,4,0,0,0
2.23,0,1,3,0.148505291005,2,0,0,0
1.33,0,0,1,-0.2375,1,1,1,1
5.0,0,0,1,0.615,5,0,0,0
3.67,0,0,2,0.118678977273,3,0,0,0
3.24,2,2,4,0.171391559829,3,0,0,0
4.0,0,4,2,0.585625,3,0,0,0
4.0,0,2,1,0.34,5,0,0,0
4.41,0,42,1,0.264772727273,3,1,1,1
4.29,0,1,1,0.281481481481,5,0,0,0
4.16,0,2,1,0.15,4,0,1,0
4.46,0,11,13,0.446777725168,4,0,0,0
3.73,6,9,3,0.178408289242,2,0,0,0
5.0,0,1,1,1.0,5,0,0,0
3.71,0,2,2,0.0490653470461,2,0,0,0
3.25,0,0,1,0.216666666667,4,0,0,0
2.6,0,0,5,0.235312197062,2,0,0,0
4.55,1,56,1,0.293055555556,5,1,2,1
4.0,0,0,1,0.173958333333,3,0,0,0
3.84,0,0,1,0.409615384615,4,0,0,0
3.0,0,4,1,0.391666666667,5,0,0,0
3.67,0,2,1,0.327777777778,1,0,0,0
1.0,0,0,1,0.10469924812,1,1,0,0
2.25,0,0,2,0.0383333333333,1,0,0,0
4.25,0,0,4,0.147980416914,4,0,0,0
5.0,0,0,1,0.138588617265,5,0,0,0
4.36,0,20,1,0.136545138889,5,1,0,0
3.0,0,0,1,-0.305274725275,1,0,3,0
4.5,0,0,4,0.343998015873,4,0,0,0
3.66,1,0,2,0.200028935185,4,0,0,0
1.0,0,0,1,-0.0275297619048,1,1,0,0
1.0,0,2,1,-0.171875,1,0,2,0
2.86,0,0,1,0.0351851851852,1,0,1,2
3.73,3,0,2,0.3725,4,0,1,0
3.2,0,0,2,-0.0416108630952,2,0,0,0
3.02,1,0,1,0.0,4,0,0,0
3.33,0,0,1,0.515555555556,5,0,0,0
3.41,1,4,5,0.209662337662,3,0,0,0
2.5,0,6,2,0.40625,2,0,0,0
5.0,0,0,2,0.352008928571,5,0,0,0
4.28,1,1,2,0.198195153061,5,0,0,0
5.0,0,0,4,0.301278181944,5,0,1,0
4.67,0,1,1,0.34,5,0,1,0
5.0,0,0,1,0.246212121212,5,0,0,0
3.64,19,106,12,0.17839190223,3,0,0,0
3.76,0,1,1,0.420833333333,5,0,1,0
3.79,17,78,11,0.160665606245,4,3,4,4
4.53,0,2,8,0.230712997821,4,0,0,0
3.58,0,3,1,0.202042211756,3,0,0,0
4.33,0,2,2,0.333369408369,4,0,0,0
3.88,1,4,4,0.329216163286,4,0,0,0
1.5,0,0,2,-0.0453282828283,1,0,1,0
4.29,1,35,6,0.257646711723,4,0,1,0
4.29,0,0,4,0.248895757021,4,0,0,0
5.0,0,0,1,0.390625,5,0,0,0
3.0,0,1,2,0.122976190476,3,0,2,0
3.75,1,8,3,0.262200289423,4,0,0,0
2.88,0,16,6,0.102436992514,3,0,0,0
3.17,0,0,5,0.270020623069,3,0,0,0
1.0,0,0,1,0.068359375,1,1,0,0
3.0,0,0,1,-0.1,1,0,0,0
4.0,1,2,1,0.132813188933,2,0,0,0
3.84,24,21,18,0.249555037844,3,0,1,0
3.73,3,34,5,0.251454868985,3,0,0,0
5.0,0,0,1,0.454277777778,5,0,2,2
3.42,0,0,1,0.6025,2,0,0,0
4.36,1,1,5,0.238717415049,4,0,0,0
3.71,0,1,1,0.191935107376,4,0,0,0
1.0,0,0,1,-0.171666666667,1,0,1,0
2.88,1,30,5,0.206263736264,2,0,0,0
4.5,0,2,4,0.16165521978,4,0,2,2
4.19,0,0,3,0.19667123794,4,0,1,1
4.5,0,4,2,0.351515151515,4,0,0,1
3.83,0,1,1,0.145833333333,3,0,0,0
3.87,0,0,2,0.416666666667,4,0,1,1
4.5,0,0,2,0.538,4,0,0,0
4.0,2,2,11,0.237717523661,4,0,1,0
3.22,3,1,13,0.14534651513,3,0,0,0
1.0,1,65,1,0.46875,1,1,0,0
4.0,0,0,5,0.345820670996,4,0,0,0
3.0,0,0,1,0.0305952380952,1,0,0,0
3.7,36,735,22,0.240526070266,3,3,6,5
3.57,1,0,5,0.197416666667,4,0,0,0
4.35,0,0,1,0.414285714286,5,0,0,0
3.96,2,0,1,0.45404040404,5,0,2,0
4.11,3,10,1,0.364511494253,5,0,0,1
3.46,19,57,1,0.052807486631,1,1,1,0
3.7,1,1,1,0.0483333333333,5,0,0,0
2.5,0,0,1,-0.0469116210937,1,0,2,0
5.0,0,0,2,0.347359307359,5,0,1,0
3.67,0,0,1,-0.1875,1,0,1,0
3.4,1,15,28,0.188812114334,3,0,0,0
4.33,0,0,5,0.315868386243,4,0,0,0
4.14,0,3,6,0.355399429853,4,0,0,0
3.95,8,12,2,0.284575320513,4,0,0,0
3.17,0,2,10,0.0941617856544,3,0,0,0
2.33,0,0,1,-0.00722789115646,1,0,1,1
1.0,0,9,1,-0.138683838384,1,1,0,1
3.0,0,0,1,-0.0251262626263,1,0,0,0
4.0,0,0,1,0.305833333333,4,0,1,1
2.0,0,0,2,0.073005952381,2,0,0,0
4.33,0,6,6,0.434761103094,4,0,1,0
4.67,0,0,3,0.357877435065,4,0,1,0
3.5,0,6,2,0.214042481576,2,0,0,0
3.33,1,3,2,0.219567442362,4,0,0,0
3.5,0,0,1,0.360416666667,4,0,1,0
3.96,0,0,4,0.298585284665,3,0,0,0
3.37,4,1,1,0.139642857143,2,1,1,1
1.0,0,0,1,0.00875,1,0,2,0
5.0,0,0,1,0.360795454545,5,0,0,0
1.0,0,0,1,0.0235087719298,1,0,0,0
3.7,0,1,1,0.391666666667,5,0,0,1
4.0,0,0,1,0.5,4,0,0,0
4.23,0,8,2,0.310166666667,4,0,1,0
3.0,0,0,1,0.00704952640779,1,0,1,0
5.0,0,0,2,0.233549904337,5,0,0,0
3.65,5,29,4,0.164352357712,4,0,1,0
5.0,0,0,1,-0.4,5,0,0,0
5.0,0,2,1,0.328921568627,5,0,0,0
4.0,0,0,1,0.183333333333,2,1,0,0
3.35,3,8,20,0.135999688578,2,0,0,0
1.0,0,0,1,-0.383928571429,1,0,0,0
1.75,0,0,1,0.228333333333,1,0,1,0
5.0,0,1,1,0.0621212121212,5,0,2,1
1.0,0,2,2,-0.0254166666667,1,0,0,0
4.28,19,81,107,0.412994734753,4,6,9,7
2.6,0,0,1,0.0679166666667,1,1,2,0
3.67,0,0,1,0.126742424242,5,1,1,0
4.43,0,0,1,0.40425,5,0,0,0
2.33,0,0,3,0.0175274031524,2,0,0,0
4.5,1,121,1,0.229411764706,4,0,0,0
4.19,0,2,7,0.172128615432,4,1,0,0
1.0,0,7,1,-0.44,1,1,3,2
5.0,0,0,1,0.2,5,0,0,0
5.0,0,0,1,0.85,5,0,0,0
4.1,6,19,5,0.198778787879,4,0,1,0
3.0,0,0,1,0.5,3,0,0,0
3.71,0,0,7,0.204833925507,3,0,0,0
4.8,0,0,5,0.227256004337,4,0,0,0
3.5,0,6,33,0.312214333046,3,0,0,0
3.75,3,8,2,0.392175925926,5,0,0,0
4.92,0,25,4,0.3265625,5,0,0,1
4.25,0,0,1,0.56,5,0,1,0
5.0,0,0,1,0.65,5,0,0,0
1.0,0,0,1,0.0511735155392,1,0,3,1
4.6,0,1,1,0.5,5,0,0,0
4.33,3,2,3,0.481388888889,5,0,0,0
3.89,28,157,14,0.176290257687,3,1,1,1
4.25,0,0,1,0.308333333333,2,0,0,0
4.2,0,0,1,0.433333333333,2,0,0,0
3.65,13,39,13,0.264090245581,3,0,0,0
4.2,1,7,5,0.199851190476,4,0,0,0
3.71,0,11,6,0.207229662698,3,0,0,0
5.0,0,1,1,0.584375,5,0,1,0
4.1,32,93,2,0.386111111111,4,4,7,7
5.0,0,0,1,0.172916666667,5,0,0,0
2.73,0,0,1,0.106169871795,1,1,5,0
4.26,5,8,5,0.212302170868,4,0,0,0
4.43,1,1,1,0.268939393939,5,0,0,0
5.0,0,0,1,0.790625,5,0,0,0
4.14,1,1,9,0.206176050184,4,0,1,0
3.57,0,0,1,-0.00823529411765,2,0,1,0
3.84,32,190,527,0.202431072299,3,2,4,3
5.0,0,0,1,0.341341991342,5,0,0,0
3.7,15,55,19,0.153782931678,3,0,0,0
5.0,0,27,1,0.238159722222,5,0,1,0
4.2,0,0,5,0.094172026543,4,0,0,0
3.33,2,22,14,0.217907825534,3,0,2,1
3.67,0,2,3,0.199652777778,3,0,0,0
3.72,10,12,10,0.369571358729,4,0,0,0
4.07,0,2,1,0.6775,3,0,1,0
3.22,0,0,7,0.304866780045,3,0,0,0
3.73,0,0,1,0.190625,5,0,0,0
4.47,0,0,6,0.337878103378,4,0,0,0
3.14,0,0,1,0.151084341144,3,0,0,0
5.0,0,2,1,0.166666666667,5,0,0,0
3.53,4,2,4,0.305645791461,4,0,0,0
5.0,0,0,1,0.742613636364,5,0,1,1
3.63,4,2,13,0.355574786325,3,0,0,0
5.0,0,0,1,0.4625,5,0,0,0
5.0,0,0,1,0.303305785124,5,1,0,0
4.05,0,0,2,0.261104166667,3,0,0,0
1.0,0,0,1,-0.0316017316017,1,0,0,0
3.03,0,0,6,0.292891564454,3,0,0,0
4.33,2,7,4,0.221467734601,4,0,0,0
4.33,1,0,4,0.198421399722,4,0,1,0
5.0,0,0,1,1.0,5,0,0,1
3.0,0,0,1,0.35943452381,5,1,2,1
3.93,2,1,11,0.264063997977,3,0,0,0
3.85,7,24,6,0.30259018619,4,0,1,1
4.29,0,1,3,0.244575249853,3,0,1,0
4.33,0,0,2,0.199657634033,4,0,0,0
1.0,0,0,1,-0.0809523809524,1,0,3,0
4.25,0,2,1,0.17614379085,5,2,1,0
5.0,0,0,2,0.413333333333,5,0,0,0
1.0,0,1,1,0.118518518519,1,1,1,1
1.0,0,0,1,-0.0062987012987,1,0,0,0
2.74,1,0,16,0.302125255592,3,0,0,0
4.32,3,1,1,0.0757142857143,5,1,6,3
4.5,0,0,1,0.309019761103,5,0,0,0
2.5,0,0,2,0.218311688312,3,0,0,0
2.0,0,0,1,0.15405982906,2,0,0,0
3.84,0,0,8,0.408694940476,4,0,0,0
3.39,1,1,4,0.401739169034,3,0,0,0
3.65,1,14,27,0.208061511908,3,0,1,0
4.5,0,1,2,0.400054408482,4,0,0,0
3.33,0,1,9,0.256171548753,3,0,0,0
2.8,0,1,3,0.109193121693,2,0,0,0
4.02,0,1,2,0.14625,3,0,0,0
4.25,1,1,1,0.373214285714,4,0,1,1
3.17,0,2,5,0.357630832131,3,0,0,0
3.43,1,1,1,-0.0621848739496,2,0,1,0
3.8,2,10,2,0.333992346939,3,0,1,0
2.38,0,0,8,-0.0257194907463,2,0,0,0
5.0,0,0,1,0.313888888889,5,0,0,0
1.0,0,0,1,0.165728574811,1,0,2,0
4.13,2,15,12,0.217781333007,3,0,1,0
3.94,0,0,4,0.284852683181,4,0,0,0
3.94,2,4,4,0.185424558081,3,0,0,0
4.82,0,5,1,0.270833333333,4,1,7,4
4.4,0,0,2,0.274589646465,3,0,0,0
5.0,0,0,1,0.347272727273,5,0,1,1
5.0,0,0,1,0.461931818182,5,0,0,0
4.0,0,1,1,0.228125,4,0,0,0
3.68,2,9,1,0.234024577573,4,0,0,0
5.0,1,7,2,0.193125,5,0,0,0
2.33,0,1,6,0.00728968253968,2,0,1,0
4.0,0,0,2,0.0340277777778,3,0,0,0
4.0,0,0,1,0.0465277777778,4,0,0,0
5.0,0,0,2,0.32711038961,5,0,0,0
3.51,5,18,2,0.418473667876,4,1,1,1
3.84,1,19,41,0.2918383486,3,0,1,0
4.5,0,0,2,0.226927213868,4,0,1,0
3.64,50,152,58,0.162501298403,3,5,6,5
1.88,1,0,1,-0.078125,1,0,1,0
4.28,1,5,1,0.465,5,0,0,0
4.17,0,0,1,0.1875,5,0,0,0
5.0,0,0,1,0.375595238095,5,0,0,0
