latitude,longitude,stars,review_stars,text,sentiment,review_count,average_stars,yelping_since,fans,funnyVotes,usefulVotes,coolVotes
36.1924136,-115.3043961,1,3.5,"One of the worst dining experiences I have had in Las Vegas in recent memory.  We walked in and no one greeted us at the door.  Finally a gentleman who had walked by us before asked if we were looking for a table.  Finally we were seated.  We were taken to a table where there was a wine bucket with an empty bottle of wine next to it, which was moved away.  We sat down and the server proceeded to tell us about the items that were not available.  It was still early on a Friday and they were out of many high cost items including steak and clams.  We decided to order a glass of wine to start.  It seemed as if they were short staffed.  So everything took a very long time.  We ordered 2 glasses of wine and an order of bruschetta.  The server returned later with a bottle of wine and informed my husband that they were out of the wine he ordered as well and would he like to have a glass from the bottle she brought over.  Finally,  we got our bar order.  We had been seated for a while.  No bread came.  Then finally about 15 minutes later we were brought a mediocre loaf of white bread. (nothing special).  I went to use my bread plate but it was dirty, it looked clean but felt like it had a dirty film over it.  The bruschetta was finally delivered and it was nothing to get excited over.  The bread was not toasted and it was just chopped tomatoes and garlic on untoasted bread. 
  In the meantime there was a musician who was playing in the dining room.  He sang Billy Joel, Cat Stevens songs kind of your typical lounge songs.  I enjoyed listening to him.  It seemed as if most of the people there were coming to listen to his performance.  A party of 3 people came in to listen to him but 5 more joined them and they needed a bigger table.  They wanted to put 2 tables together but the waitress kept saying that someone would move their tables for them.  Finally, the manager? came over and moved the two tables for them inches away from our table.  We were literally an inch away from 2 people at the table yet there was plenty of room that they could have moved them to the other direction.   At this point my husband picked up our table and moved it out of the way.  No one really seemed to care or notice that we had moved ourselves. 
At this point we decided to cut our losses and leave.  No service, no food, no clue!  We went in looking for a casual dinner out and left angry and frustrated.  Don't waste your money!",-0.0321387871388,7,3.57,2009-06,1,1,2,0
36.1924136,-115.3043961,2,3.5,"My girlfriend loves one of the lounge singers here, so I met a friend for dinner one rainy evening.  Nobody greeted me at the door and once sat, I was the only one in the dining room section.  Once my friend arrived, we ordered wine that took a looooooooong time to come.  The lounge singer kept coming to our table & singing when we were obviously deep in conversation.  The first time we were polite & clapped when he walked away, but the second time & third time it was so loud my ears hurt.  He asked when finished if it was too loud and I said ""a bit"".  He seemed offended and I said ""you asked"".  The food was OK and we will not be coming back.",0.105555555556,73,3.83,2009-03,0,0,0,0
36.100507,-115.113492,2,1.5,"How long has it been since you tried to get gas somewhere that doesn't have the option to pay at the pump?  
Not only are they living in the stone age with gas station technology- the line was long, and no wonder. 
We wanted to fill the tank of our rental car.  We had to guess at the amount. If we guessed too much it meant another wait in line. Too little means we left with a tank not full.  Since you can't take a rental car back like that, we ended up stopping at another gas station to finish the job.
What a waste of time.
The clerk was pleasant- but she must get constantly hounded by those who aren't frequent customers.
One has to wonder why Chevron allows their name to be muddied by an outlet too cheap to upgrade their technology.",0.0592948717949,80,3.83,2010-08,1,0,0,0
36.100507,-115.113492,1,1.5,"I agree with the previous posters.  I stopped here when I was in the neighborhood to get gas and there is no pay at the pump.  I had to go inside, tell the woman how much I wanted pumped, show her my ID for the credit card, swipe and then pay.

I will drive by this place in the future.  The set up is just plain dumb and this station aptly earns its name.",0.00734126984127,1511,3.85,2008-12,54,0,0,0
36.1329483,-115.084904,3,3.0,"It's out of the way,not close to any of the tourist or gambling meccas,
but maybe that's what you want. If so,this is a great value: Nice rooms,
decent food and very cheap rates at most times of the year. My one
visit to the buffet here was memorable: They were serving BBQ ribs
at a carving station,and if you asked, the chef would give you an 
ENTIRE SLAB at a time. What a night that was.",0.440952380952,408,3.8,2006-01,10,1,2,1
36.1329483,-115.084904,4,3.0,"For all the times I've been to Vegas, I actually haven't stayed in many hotels, because I have family and friends there.  One of the few times I did stay in a Vegas hotel, I was co-planning a group trip for about ten people, and the Boulder Station was our weekend headquarters.

Boulder Station isn't especially close to the Strip, although it's not too long of a cab ride if you want to head down for the day.  But if your main reason for coming to Vegas is to lose money at the casinos and gorge yourself on all-you-can-eat buffets, Boulder Station can provide you a full Vegas experience without ever having to leave the premises.

The hotel itself is not fancy, but clean and quiet.  The beds aren't gross, and housekeeping does a fine job.  We never heard any other guests or any disturbances.  The rooms are fine - decorated in a slightly cheesy fashion, but they did at least make the effort - but you're not going to spend much time in your room when there's money to be lost, now are you?  

Boulder Station has plenty of dining choices for you.  The Feast Buffet is a pretty typical all-you-can-eat - we went when it was transitioning from breakfast to lunch, and it had the usual fruit-and-salad bar, hot dishes, and carving station.  The Boulder Cafe is a casual family-dining type place with bland, decent, but unremarkable food.  The Pasta Palace is their nicest restaurant, and it has a pretty, vaguely Tuscan-style interior, but the food isn't worth the high prices - just your standard Olive Garden stuff.  For those who prefer their food franchised and nationally branded, there's also a Subway, a Starbucks, and a Winchell's Donuts.

In addition to all the usual table games, slots and video poker, Boulder Station also has a Regal movie theater and a kids' arcade (because, you know, Vegas is such a family-friendly place).  There are several bars scattered around, and apparently a showroom called the Railhead, which I can't personally speak for.

With reasonable room rates, clean and quiet accommodations, and slots that are just as money-hungry as any other Vegas casino, save yourself a grip of cash by staying off the Strip.  Compared to places that outfit their staff in gladiator costumes or medieval garb, Boulder Station is - dare I say it? - a slightly classier Vegas alternative.",0.0232791327913,453,3.6,2006-04,33,0,3,3
36.1329483,-115.084904,4,3.0,"A nice place to stay if you don't mind being pretty far from the Strip. The only reason that was annoying was because there was road work on Desert Inn Rd. which made getting to the Strip slow and difficult.

Room rates can be amazingly cheap if you go mid-week (Mon - Thur), but like everything else in Vegas, they shoot up on the weekend. But it doesn't feel cheap. The room I got was clean, adequately furnished and decorated. 

However, there are several lamps in the room but they are all rather dim. I had to turn on all of them. I also had an issue with getting hot water my first night ... I had to run the shower for at least 10 minutes before any hot water came out. Sound also comes through the bathroom vents rather loudly (it sounded like one guy above me was hacking up a lung when he coughed).

I liked that they had security manning the entrance to the guest room elevators during high-traffic hours. They came in handy at one point at 1:00am when a little girl got separated from her mother.

The casino itself is quite large. There's also a large kid's play area and a movie theater, and very ample parking (several very large parking lots on either side of the property plus a large parking garage). Lots of dining options inside the casino (buffet, Italian, Mexican, Chinese, and a couple of coffee shops including a Starbucks).",0.126060267857,143,3.54,2006-07,3,0,1,1
36.1329483,-115.084904,4,3.0,"When I lived in Vegas, this place was the one I went to the most.  They have a huge collection of nickel slots and the food is pretty good.",0.4625,626,3.55,2006-01,10,0,1,0
36.1329483,-115.084904,3,3.0,"The Boulder Station is an off-strip hotel/casino that caters to the over 65 crowd. Maybe that was not their target demographic, but there are a lot of blue hairs here at any given moment.

All that being said, its not bad little place. It certainly isn't over priced, and its relatively uncrowded. Not pretentious or pompous in any way. The craps games are nice because the minimum is low.

There are some decent places to eat here, but no showy Strip Style places. You're getting Vegas on a budget here.",0.143716931217,1000,3.87,2006-12,25,0,1,1
36.1329483,-115.084904,3,3.0,"The stations are locals casinos where they come to gamble, buffet and watch movies and but the mother-in-law up in when she's in town.  This one was the second, I believe, after Palace Station and it's just generic and kinda blah.  It's getting pretty old, but they still sometimes have decent acts come through their lounge, the Railhead.",0.103333333333,334,3.76,2007-01,11,0,0,0
36.1329483,-115.084904,4,3.0,This is a nice hotel...It has a great buffet and the theaters are nice!  I just wish it was easier to get around.  It is a pretty clean hotel and the workers are nice.,0.561111111111,67,3.32,2007-04,2,0,0,0
36.1329483,-115.084904,4,3.0,"Call me a criminal, but I don't like Vegas.  The only reason why I travel there several times a year is because my sister and her family live there.  And the Pinball Hall of Fame is in Vegas.  I usually stay at Boulder Station now because it's close to my sister's house.  And they have bingo every odd hour.

It's a quiet hotel/casino.  Definitely more for the locals and the Laughlin crowd.  But that's fine by me.  I don't particularly care for the insanity of the Strip.  When I'm not in LA, I like to get away from traffic and people!  

It's affordable too.  

The rooms are comfortable, they offer room service, and there is security at the entrance to the hotel tower at night so no local crazies have access to kill you in your sleep.",0.0703914141414,220,3.42,2007-07,14,1,1,1
36.1329483,-115.084904,4,3.0,"Don't judge me because I'm in Vegas and go to the casinos of the locals to play bingo.  Where else in Vegas can you spend as little as $4 for an hour of games and free drinks??  So what if I'm the youngest person there?  It's all good by me.

This place is big, does not contain the crazy tourists, and has Kid's Quest (a place to drop off the kiddies while you gamble), movies, resturants, tables, and slots.  A great respite from the Strip!",0.21875,248,3.62,2006-10,1,1,2,1
36.1329483,-115.084904,2,3.0,"We stopped here for a late night dinner/snack/drunkandneededfood.  They had a cafe/restaurant that is open 24 hrs, so we thought yay.  I had a grilled chicken sandwich, and my bf had the special of a denver omlette for $2.99.  The sandwich was ok, but the fires were OLD and STALE.  Good price on food, but not worth visiting again.",0.0119047619048,172,3.24,2007-12,0,0,0,0
36.1329483,-115.084904,5,3.0,"I love Boulder Station!   

Great (although small) Poker Room - loose players fill up my chip stacks.  Friendly dealers, helpful Floormen, organized atmosphere and a HUGE bad beat jackpot!

Good and cheap food, karaoke, table games, and hourly bingo, who could ask for more?!?!?!?",0.307463942308,156,3.66,2007-12,4,0,0,0
36.1329483,-115.084904,4,3.0,"THIS PLACE HAS A BACK TO THE FUTURE THEMED SLOT MACHINE!!!!

THREE OF THEM, IN FACT!

I don't know about the rest of the place...I came here specifically for the BTTF slot machines.  I played them...then I left.  Seemed like a great joint to me!

""If my calculations are correct, when this baby hits eighty-eight miles per hour... you're gonna see some serious shit.""",0.0777777777778,1165,3.49,2007-04,47,11,10,9
36.1329483,-115.084904,3,3.0,"Man, this place was cool but getting a cab back to the strip was damn near impossible. 

I didn't stay in the hotel there but my parents did. They said it was okay, not the worst not the best. 

But if you're thinking it's a good idea to stay here instead of the strip to save money, you're highly mistaken. It was $30 to get here and back from Encore and the wait was horrendous.

They do have an okay buffet. It wasn't horrible but it wasn't the best. I did appreciate their diversity in meals: pad thai, ""tex mex"", and lots of chinese food.",0.117380952381,201,3.83,2007-04,1,0,1,0
36.1329483,-115.084904,4,3.0,"I've stayed at Boulder about 8 times now.  Overall its good, it's constantly getting better.  They just remodeled the buffet and one of the restaurants.  It seems far less smokey lately for some reason too.  The dealers aren't anything special, seem like jaded old timers mainly but so be it.  Karaoke on the weekends at the bar is entertaining... in an old/washed up way.  

Rooms and clean and nice.  Room service usually sucks, they only have 1 person who handles taking the calls and delivering the food, so good luck catching them during any moderately busy time.  

All in all I like it, for the price can't be beat, and its' not too far a drive to the strip.",0.217042606516,72,3.43,2009-05,1,0,1,0
36.1329483,-115.084904,4,3.0,"Forget The Strip! Forget Downtown! This is where the real Vegas lives! As close to covering the fabulous Mint 400 as you can get, a stay at the Boulder Station Hotel & Casino is what Vegas is all about.

The wife and I brought my MIL here for her Christmas present. When I first learned of this plan, my first thought was that Boulder Station is in the middle of nowhere!! We were to basically, babysit my MIL, along with one of her friends who, thankfully, agreed to tag along.

I've never been a fan of Vegas. The Strip: it's a twisted Fantasyland with its delicate balancing act of catering to both families and opulent adult excesses. Likewise, Downtown Las Vegas has fallen into the marching order with its Fremont Street Experience, the holographic whales drifting above craning heads; a virtual LSD trip but without the dangerous free-fall. 

Sometimes you just don't want to fight the crowds, and when the bells, whistles, and flashing lights get too much, always remember that there are places like Boulder Station.

Located on Boulder Highway yards from the off ramps of Interstate-515, Boulder Station has everything you need on your search for the American Dream: casino, buffet, movie theater, a decent bed. It's not what you'd call ""swanky"", but it'll do. The casino is theme-free, lacking any sort of glitzy pretense or staffers who must stay ""in character""; the buffet, not the best you'll have nor the worst, is a perfect place to land, refuel, and takeoff on your middle-stakes red-eye; the Edwards Theater within the complex features screening rooms small enough for a house in the Hollywood Hills, but who really notices once the movie's started?

Our room was a-okay. It's no suite at the Wynn but the room was perfect enough for our needs: a clean place to sleep and to get tidied-up. Really, what else do you need?? The only complaint by the wife was that the hairdryer did not work, but other than that, I would totally stay here again.

Oh, did I mention I won about eighty dollars on a penny machine? Yeah, the credits came in handy for killing time. 

I learned that the Station Casinos tend to attract Las Vegas locals, and that is what made this place so awesome to me. The people-watching here is different than the more touristy spots in this evil, evil city. The bar downstairs clears its dance floor and becomes an open air club, the unseen DJ fueling a crazed moshpit filled with all manner of shapes, sizes, and ages: the crazy old man with the cobra-quick moves flying solo, yet at the same time friends with everyone; the twenty-something blonde in the black dress gyrating before a pimp-a-licious paraplegic, then turning around to reveal someone old enough to be his mother. YOW!! Even so, this place seemed more ""real"" to me than the touristy places in this crazy City.
 
What I liked about Boulder Station is that it doesn't pretend to be something that it's not, and despite all that glitters in Vegas, this very thing is what made this place all the more rooted in reality. The true Vegas experience, I discovered, is not the New York skyline, faux pirates looting a ship, or roman soldiers taking your photo, but the unpolished flair that only the local flavor can impart to a place like this.

I may not have found the American Dream at Boulder Station, but  the price was right, the accommodations were adequate, I had a great time, and for the first time, with all the lucidity I can muster, I can honestly say, ""God, I love this town.""",0.108148818395,189,3.85,2008-07,16,4,7,4
36.1329483,-115.084904,5,3.0,"This is a review for Thursday Blues Night at the Railhead.

Every Thursday night at 8 pm, the Railhead at Boulder Station features the best touring blues muscians in the country.

Incredible players like Walter Trout, Michael Burks and Guitar Shorty play in this medium-sized venue every week! 

And it's free. Just buy a drink or two and enjoy some of the best blues around.

Even if you don't recognize the names of the performers, just go....if you like the Blues, you'll be glad you did.",0.716666666667,127,3.2,2008-04,7,0,0,0
36.1329483,-115.084904,4,3.0,Clean nice I stay here because its cheap thats all,0.455555555556,54,4.15,2009-06,0,0,0,0
36.1329483,-115.084904,2,3.0,"We stayed here for a night earlier this month (coming from California). We had two queen beds in our room, and it seemed pretty decent. The air conditioner is probably what I cared about the most because it was freakin' HOT at 11pm. Yes it's cheap & better than paying a shitload at the Strip, but the one thing that grossed me out was when I was chasing my little 1 year old around, I stepped on a wet spot on the carpet. What. the. freak. I had no idea what it was. I just kept thinking to myself that it better be water. Ew.

The next morning we checked out at noon (that's a plus) & had breakfast downstairs at Coco's. My entire family ordered the $3.99 breakfast meal which included eggs, bacon/sausage, hash browns, and toast or pancakes. It was pretty good for the price.",0.221944444444,153,3.89,2008-03,17,3,4,1
36.1329483,-115.084904,4,3.0,"This review is about Boulder Station Buffet.This was my 2nd Experience at the Buffet. And the last time i went was years ago. They totally redone the buffet. The Price is still reasonable. I had brunch for 10.99. The Stations were always well stocked. I had French Toast with Strawberries and Eggs and some Buffet's i visit the French Toast is dry. Not here. It was delicious and so were the eggs. Then i had visited the Chinese Station and the American Station. It gives the feel of a Expensive Buffet but at a not so Expensive Price. 

My Only complaint on my 2nd trip is it took forever for the Server to come around and take our drink order. BUT once he had it he came by often and made sure our drinks were refilled. They did redeem their selves but still 4 stars because i don't like eating my meal without beverage.",0.0208333333333,1159,4.22,2010-08,16,0,0,0
36.1329483,-115.084904,3,3.0,"This is a review for the club Railhead inside Boulder Station. My bf and I came here on a sunday night (NORTENO NIGHT). $5.00 cover charge. Super cheap compared to those high end stuffy clubs on the strip which play nothing but english music.  I wanted to hear some good LATIN music and pay less than $20 for a drink!

 We had not been to a night club together since whewww. 2007 in TX (where we are both from originally) We moved to San Diego and never went to a single latin night club mostly b/c they didnt have any. So sad.  We had a great time. Beer (bud light blue aluminum bottles were $7.00 each.) We had 2 each an that was it for us since we'd already had two 1/2 yard sticks from Fat Tuesdays earlier in the night on the strip. hehe it was so fun pretending to be tourists. i love it when we get to do that! They had a live band that was pretty good and we danced and had a blast. Tons of people- very packed! tons of young latinos walking around looking so hott - made me feel kinda young and old @ the same time. young to be there and out so late and old b/c I wasnt really dressed for the club and was wearing a sleeveless dress that covered even my knees. 
Baaaaorrring! 
next time I will get my heels out and strut my stuff too. I'm not too old to do that? I hear 30 is the new 20 and damn it that means I'm in my prime!  :) Def. ck this place out on sunday if u like latin music!",0.202980925325,523,3.17,2008-08,7,0,0,0
36.1329483,-115.084904,4,3.0,"Despite being a hotel/casino for people not of my age (23), I still really liked this place. It is new and clean and has a nice theme. The rooms are very nice for the price and kept spotless. Their pool is very small though--that might be a problem if you plan on swimming when staying in Vegas.

I also like seeing Railhead here ever time I go to Vegas. I would definitely return.

There was one amusing thing I found in the endtable I must mention though... the hotel room Bible. Inside the Bible was a small streak of lipstick and a fake eyelash. Only in Vegas... lol.",0.234002525253,413,3.89,2007-04,10,2,2,2
36.1329483,-115.084904,3,3.0,"This place has really gone downhill over the past few years.  It use to be one of my favorite local places to hangout and grab a bite to eat or drink.....now, it's just a shell of it's former self and dirty.  The clientele has declined as well.....I wasn't feeling to safe leaving the casino at 11 o'clock at night.  I only come here now to see a concert.  They occasionally get some good, talented performers in their small showroom....which is what kept me from giving them 2 Stars.  In the past I've seen Ottmar Liebert perform in that showroom.....to see him up close and personal like that was amazing.

Will I return?  Only if they book a good act.",0.130555555556,1946,3.62,2007-03,142,3,9,5
36.1329483,-115.084904,1,3.0,"So Bad I checked out 3 days early...

This message should begin with a small disclaimer: I'm gay which entitles me to the be a drama queen at times.  With that said get ready for an academy award winning performance by yours truly.

Where is the 0 stars b-t- dubs....  So this review is long overdue but I was letting the poison pen ferment to its fullest and wanted the noose I let them hang themselves as tight as it would go.  We are there finally! Yay

So about 2 months ago I went to Las Vegas for the 2nd time this year.  It's one of my favorite spots in the country, even though I don't gamble.  I go for the shows and the sexy gay boys that never get to go out but work in a city they hate living in.   Anyway on this trip I decided an off the strip stay would do.  It was last minute planning and was mainly to hang out with 2 friends I have made out there from my numerous trips over the years.  One was turning 30.  I picked a hotel by their place so they could visit whenever they wanted.  I suppose I should have known better.  

Upon check in I was greeted by a friendly woman and it all looked like it wouldn't be so bad.  I had done my research on this hotel and saw that they had 3 room options.  I opted for their suite (or so I thought).  I got up to my room to find a large(ish) room with a hot tub.  I had traveled from Boston on standby (buddy pass) and was miserable and just wanted to sleep since it was 12  am Vegas time. I decided to confront the issue in the morning.  I woke at 10 30 and made some coffee before venturing downstairs at about 11:30 am to discuss the issue.  

I approached the desk knowing I needed to talk with the manager but giving a brief version to the man at the desk.  I wanted to be sure I wasn't accidently placed in the room I believed to be their ""deluxe room"" emphasis on room.  The gentleman got the manager who sashayed to the desk ready to fight.  I immediately thought of rupaul shantee you stay shashay away!  You better work!  I explained my story to her and let her know I saw 3 options on the site standard ROOM deluxe ROOM and a SUITE.  I then went to the reservation to find 2 choices a standard ROOM and a deluxe SUITE.  I assumed the deluxe was there to make the suite sound more exciting.  She explained that no the Deluxe suite is actually the deluxe room.  I told her that her website was deceptive and I wanted to either be moved to a suite for the rate that I was quoted online or I wanted to be refunded the difference for the room for the night before and moved to a standard room where I would spend the remainder of my trip.  She said their was nothing at all she could do for me.  I quickly corrected her and said a refund for the remainder of the trip would also solve the problem for the remainer of the stay because this poorly decorated excuse for a hotel would not see another penny of mine.  She honored this request and I checked out about 45 minutes later and made way to the marriott to use some rewards points.  

I am not a hard person to make happy she could have given me a casino credit (please note I don't gamble) and I'd have been like hey at least she's making an effort to keep me happy.  But no this lady was not in the market of making me happy. 

Upon arriving home I decided to write a letter to management highlighting the details of the event and being sure to include reminders that you should keep customers happy because we are the reason they are in business.  I even threw in some fun facts about me like a hospitality industry from professional for almost 15 years with a degree from the top hospitality college in the country and my companion being a legacy airline flight attendant that flies to Vegas often as well.  I even let them know that I am understanding when it comes to having a bad day and would gladly accept an apology (fine this part was implied but I made sure it was implied). Well they've had over months and have run out of limbs to prevent the noose from tigthening.  This review, which I plan on posting in numerous sites is a warning to all that this casino does not know how to treat their guests and  to stay away.  Their management staff does not care about anything other than the dollars you put in their machines.  There are many options for resorts and hotels in the Vegas area.  The 130 I spent a room there could have got me a much nicer one at any of the strip hotels that were more than 3 years old but are still gorgeous.  I",0.203670634921,21,3.37,2008-01,1,1,0,0
36.1329483,-115.084904,3,3.0,"The room was clean and the bathroom was stocked.  The free valets were totally cool, as was the front desk staff.  Not much else to say, except it was dirt cheap!",0.303333333333,21,4.61,2010-07,0,0,0,0
36.1329483,-115.084904,4,3.0,"This is a review of the Feast Buffet

    As a local I enjoy hanging out here. A major reason is the restaurants. Metro Pizza serves pizza on a par with a metropolitan New York pizzaria. Starbuck's is here. So is Burger King, Cocos (the Cocos in Sunset Station is now a Grand Cafe), Subway, and others. I especially enjoyed the Feast Buffet. The quality and selection with attentive service, in my opinion is a super deal. Lately Station Casinos reduced their prices on buffets. For what I got on a Saturday afternoon for less $8, impressed me. Regardless that there was a lengthy line, it moved fast, and oldies music made it enjoyable. In all seriousness, what I paid around $8 for on a Saturday afternoon, I enjoyed more than a Strip casino that charges at least double. I recommend the Feast Buffet at Boulder Station.",0.280325311943,571,3.64,2011-02,22,0,2,0
36.1329483,-115.084904,2,3.0,"I was there for a conference and I am a local. I didn't stay in the hotel but I was there for over 8 hours so I used the conference room and ate lunch there. The food selection was OK, but it is similar to other casino's. I ate at Metro Pizza. The reason for the low rating has to do with the conference room. The group didn't purchase a group wireless internet package so in order for us to get wifi, we had to purchase it on our own. Not usually a bad thing until I was told by their sales office that it is $24.95 for one hour and $80 for the day. Are you serious? My monthly high speed internet is only  $50 for the month. I was attending a conference and usually it is included or a nominal fee to get it, but $25 for one hour is ridiculous.  Stay away from them if you need wifi while on the premises. They do offer a basic wifi with the room but charge an additional $8 to get decent speeds. Caution if you need good wifi speeds.",0.0956666666667,4,3.25,2010-08,0,0,0,0
36.1329483,-115.084904,4,3.0,i freaking love you boulder station!! yes your an older casino but  i love the way the locals get treated here and omg i miss that Mexican restaurant next to the karaoke area ...and the bartenders are thee best on the planet they are very friendly and actually seem to enjoy their jobs..anybody wanting a affordable place to stay in Vegas away from the glitz and glam of the strip but still feel the vibe of it all..boulder station is it!,0.381712962963,29,3.55,2011-02,0,0,0,0
36.1329483,-115.084904,1,3.0,"Good food for a good price. But I made reservations online, paid for my room with a credit card, drive 400 miles...when I arrived they charged me a shit load of hidden fees, like 14 bucks for the shuttle to the airport, didn't need that. I paid for covered parking (hidden fee) I watched to valet park my car in the regular lot (uncovered). I get 15 channels in the room. The website said my room would have two king size beds and the front desk said there was no such thing, so I have queens. I had to pay for unlimited wifi and long distance phone calls. BTW I have watched my computer loading for a half an hour now. cold pool, no jacuzzi...they also charge for copy and fax even if ya don't need it. AND they are holding 100 from my card as a deposit. I will not stay here again. I will however visit, and eat perhaps. But this is ridiculous.
Now it is 7 a.m. i tried to take my morning shower and there is no hot water in my hotel room.  called the front desk they said they already had someone on it.  they told me to run the water for 10 min and it should be hot...yea bullshit.  this is infuriating.  they wouldnt even allow us to use another rooms hot water.  f this place",-0.0541666666667,8,3.12,2010-06,0,1,1,0
36.1329483,-115.084904,5,3.0,"When guests come to town that have experienced the feast here, want to return every time they visit! I hadn't been there to eat for a while and forgot just how delicious it is, with a great variety of items to choose from! We played machines for a while, then we went to eat, then we went to see Yellow Brick Road and danced the night away! It's great because we never had to drive any where else and we had a Blast!",0.8,58,4.48,2010-10,1,0,0,0
36.1329483,-115.084904,3,3.0,"This hotel is like a self-contained universe...I felt like I was in a biosphere.  There are lots of restaurants to chose from...all are pretty typical (not great...not bad) and well priced.  There's a fun area for kids and a cheap movie theater (spent a lot of time there since I don't gamble and I was stuck here 3 weeks for work).  it's a little ways away from the strip but it's nice to not have the drama of the strip.

I liked this place because I could eat alone and not get hit on - which was an issue in most places that I visited in Vegas.  DOn't get me wrong...I prefer to stay on the strip...but this place is a good value if you aren't into stain goon the strip!",0.21553030303,807,3.91,2010-07,10,0,1,0
36.1329483,-115.084904,4,3.0,"This is your average off strip Vegas hotel experience, but the service here was very, very nice. It made you feel comfortable and not like you're another face that they cannot wait to get away from their desk.

The hotel staff were all extremely nice. Literally everybody: desk clerks, bell hops, valet drivers, room keepers, and servers.

The buffet here surprised me with their prices, quality, and service as well. The food was fresh and tasted great. The breakfast buffet on weekdays is only $4.99 and $10 on weekends. 

The kicker here was the service. I cannot remember the waitresses name, but she was amazing. She was there the moment that anything was needed and went above and beyond what she need to do for us. She even went and picked up real half and half from a refrigerator somewhere else in the casino, so I could have it in my coffee.

I'd love to stay here again.",0.270256410256,246,3.73,2010-03,8,0,1,0
36.1329483,-115.084904,1,3.0,This place is ghetto. The buffet is nasty. The Mexican restaurant is pretty good.  This plAce Is dirty and nasty. A lot of lowlifes hang out there. Expect to see thugs and pimps and prostitutes and drug dealers there. The staff is not friendly and the gaming sucks. The parking lot Is dangerous so be careful and hold your wallet and purse!!!,-0.29328125,77,3.4,2011-04,0,1,0,0
36.1329483,-115.084904,3,3.0,"If it wasn't for the newly renovated room, I would've given this particular hotel a lesser rating. Unfortunately, there were some highlights of the trip like the awesomely priced buffet and the newly renovated rooms, but at the same time there were certain aspects of my stay that I wish I was aware of beforehand. For example, I wish I was informed that there wasn't an in-room fridge to put my drinks in (warm water in a Vegas summer is no good) or the the pool's size.

Otherwise, the hotel wasn't an absolute bust. The staff at the front desk as well as those cleaning the room were really friendly and that's always something I expect from a hotel and they did not disappoint in customer service.",0.171436896437,15,4.73,2010-06,1,0,1,0
36.1329483,-115.084904,3,3.0,"If you live in Vegas you have to love the Casinos off the strip.  None of the hassle of being on the strip and just about every amenity that the strip has to offer, and sometimes more!  There is a Station Casinos property close to just about every corner of the valley and some are better than others.  Boulder Station is on the lower end of that spectrum but you have to say that it offers just about everything that the others offer.  It may be a little more run down than say Red Rock but somehow that's part of the charm.  I frequent the place due to friends being on this side of town, so I can't complain too much, or maybe I should, I shouldn't have to drive so much, haha.  Either way I will probably be back soon taking advantage of the food and other things to do there.  I just wish the movie theater was a little better, haha.",0.154489337823,94,3.8,2010-09,3,0,0,1
36.1329483,-115.084904,2,3.0,"While claiming to ""love locals"" from every local television outlet, we were bemused by staff comments on service at Guadalajara, the Mexican bar & grill off the casino.  With a little less than an hour to show time, we considered a quick drink and snack at the bar, followed by a casual stroll to the show room.  20 minutes after sitting at a bar table, making repeated eye contact with the wait staff, we remained ignored.  Polite initiative resulted in chips & salsa, over-sweetened  lemonade and a margarita made from an off-the-shelf mix.  Table-side guacamole 'served with warm tortillas' was served with the same chips provided with the salsa.  We heard lame excuses about a power outage, being ""very busy"" and no through-put in the kitchen.  No back-up generators in a casino?  Really?  The surly waitress might have had a bad night, but that's no excuse for being rude.  The manager was apologetic and made compensatory overtures which were appreciated.  How difficult is it to get service right from the onset when a guest enters the dining or drinking area?  After all, it's Las Vegas!

But what about ""We Love Locals!""?  Why is management so blind to the quality level of service in such a competitive environment?  Is the economy so dreadful that staff is hired without appropriate training in ""hope"" that ""things will work out""?  While Guadalajara at Boulder Station stands as an example, it's not the only venue suffering from arrogant service staff, ill equipped from a lack of training or the business values imbued from a successful and attractive destination.  Re-directing investments from TV advertising to staff training and business execution will result in more demand from word of mouth and repeat customers happy with their experience.",0.0505623973727,81,3.44,2010-09,2,0,1,0
36.1329483,-115.084904,2,3.0,"I'm a regular here! Bah.

Boulder Station is a little less than 10 blocks from my house making it a less than 5 minute drive. I've been in this rinky-dink casino numerous times. I can't even count how many times I've been here. 

Out of all the Stations Casinos it's definitely on the ""meh"" side. I must point out though that they still treat their guests with all the ""local love"" you'd expect from a Station Caisno. 

The downsides are: the smell, it's old, it's not in a very cool part of town, there's no good concerts, and the dining options are extremely limited. BUT the buffet prices are crazy cheap and the food ain't bad.

It's not a bad place, but I don't think it's good either. All in all it is what it is. Don't expect much and you'll enjoy yourself. Expect anything else besides ""meh"" and you'll be pissed you even stepped foot in here.",0.0681369047619,565,3.59,2011-01,16,1,2,0
